#--- Experiment --------------------------------------------------------------------------
#KILLIFISH RESPIROMETRY 1 JAN 2
#CHA1: 28PPT 10C
#CHA2: 28PPT 10C
#CHA3: 11PPT 10C
#CHA4: 11PPT 10C
#CHB1: 28PPT 24C
#CHB2: 28PPT 24C
#CHB3: 11PPT 24C
#CHB4: 11PPT 24C
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#LITTLELAB1
#--- Instrument --------------------------------------------------------------------------
#Device: FIRESTING 02 B [B] FSO2-C4 SN:24E144015D64AC82 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
20-01-2025	18:18:34.463	36.051	23.895	OK
20-01-2025	18:18:35.663	37.251	23.901	OK
20-01-2025	18:18:36.464	38.052	23.905	OK
20-01-2025	18:18:37.463	39.051	23.907	OK
20-01-2025	18:18:38.464	40.052	23.912	OK
20-01-2025	18:18:39.464	41.052	23.914	OK
20-01-2025	18:18:40.666	42.254	23.916	OK
20-01-2025	18:18:41.464	43.052	23.917	OK
20-01-2025	18:18:42.464	44.052	23.918	OK
20-01-2025	18:18:43.463	45.051	23.923	OK
20-01-2025	18:18:44.464	46.052	23.929	OK
20-01-2025	18:18:45.668	47.256	23.940	OK
20-01-2025	18:18:46.465	48.053	23.945	OK
20-01-2025	18:18:47.465	49.053	23.946	OK
20-01-2025	18:18:48.468	50.056	23.943	OK
20-01-2025	18:18:49.469	51.057	23.942	OK
20-01-2025	18:18:50.666	52.254	23.938	OK
20-01-2025	18:18:51.470	53.058	23.931	OK
20-01-2025	18:18:52.473	54.061	23.917	OK
20-01-2025	18:18:53.471	55.059	23.904	OK
20-01-2025	18:18:54.472	56.060	23.900	OK
20-01-2025	18:18:55.665	57.253	23.903	OK
20-01-2025	18:18:56.472	58.060	23.907	OK
20-01-2025	18:18:57.472	59.060	23.910	OK
20-01-2025	18:18:58.473	60.061	23.917	OK
20-01-2025	18:18:59.472	61.060	23.922	OK
20-01-2025	18:19:00.668	62.256	23.927	OK
20-01-2025	18:19:01.471	63.059	23.925	OK
20-01-2025	18:19:02.472	64.060	23.917	OK
20-01-2025	18:19:03.472	65.060	23.907	OK
20-01-2025	18:19:04.472	66.060	23.894	OK
20-01-2025	18:19:05.665	67.253	23.891	OK
20-01-2025	18:19:06.474	68.062	23.893	OK
20-01-2025	18:19:07.473	69.061	23.903	OK
20-01-2025	18:19:08.474	70.062	23.912	OK
20-01-2025	18:19:09.473	71.061	23.920	OK
20-01-2025	18:19:10.667	72.255	23.923	OK
20-01-2025	18:19:11.474	73.062	23.920	OK
20-01-2025	18:19:12.474	74.062	23.915	OK
20-01-2025	18:19:13.474	75.062	23.908	OK
20-01-2025	18:19:14.473	76.061	23.906	OK
20-01-2025	18:19:15.672	77.260	23.909	OK
20-01-2025	18:19:16.475	78.063	23.913	OK
20-01-2025	18:19:17.475	79.063	23.918	OK
20-01-2025	18:19:18.475	80.063	23.922	OK
20-01-2025	18:19:19.474	81.062	23.925	OK
20-01-2025	18:19:20.668	82.256	23.929	OK
20-01-2025	18:19:21.474	83.062	23.931	OK
20-01-2025	18:19:22.474	84.062	23.935	OK
20-01-2025	18:19:23.474	85.063	23.938	OK
20-01-2025	18:19:24.474	86.062	23.940	OK
20-01-2025	18:19:25.670	87.258	23.941	OK
20-01-2025	18:19:26.477	88.065	23.943	OK
20-01-2025	18:19:27.478	89.066	23.942	OK
20-01-2025	18:19:28.478	90.066	23.936	OK
20-01-2025	18:19:29.478	91.066	23.919	OK
20-01-2025	18:19:30.672	92.260	23.898	OK
20-01-2025	18:19:31.479	93.067	23.892	OK
20-01-2025	18:19:32.478	94.066	23.896	OK
20-01-2025	18:19:33.478	95.066	23.904	OK
20-01-2025	18:19:34.478	96.066	23.916	OK
20-01-2025	18:19:35.663	97.251	23.929	OK
20-01-2025	18:19:36.480	98.068	23.931	OK
20-01-2025	18:19:37.478	99.067	23.935	OK
20-01-2025	18:19:38.480	100.068	23.934	OK
20-01-2025	18:19:39.479	101.067	23.933	OK
20-01-2025	18:19:40.669	102.257	23.925	OK
20-01-2025	18:19:41.480	103.068	23.913	OK
20-01-2025	18:19:42.481	104.069	23.894	OK
20-01-2025	18:19:43.481	105.069	23.869	OK
20-01-2025	18:19:44.481	106.069	23.842	OK
20-01-2025	18:19:45.673	107.261	23.821	OK
20-01-2025	18:19:46.483	108.071	23.818	OK
20-01-2025	18:19:47.484	109.072	23.821	OK
20-01-2025	18:19:48.484	110.072	23.828	OK
20-01-2025	18:19:49.485	111.073	23.832	OK
20-01-2025	18:19:50.672	112.260	23.841	OK
20-01-2025	18:19:51.485	113.073	23.850	OK
20-01-2025	18:19:52.486	114.074	23.867	OK
20-01-2025	18:19:53.486	115.074	23.885	OK
20-01-2025	18:19:54.486	116.074	23.900	OK
20-01-2025	18:19:55.688	117.276	23.903	OK
20-01-2025	18:19:56.486	118.074	23.897	OK
20-01-2025	18:19:57.488	119.076	23.887	OK
20-01-2025	18:19:58.486	120.074	23.878	OK
20-01-2025	18:19:59.486	121.074	23.875	OK
20-01-2025	18:20:00.668	122.256	23.870	OK
20-01-2025	18:20:01.514	123.102	23.867	OK
20-01-2025	18:20:02.488	124.076	23.863	OK
20-01-2025	18:20:03.490	125.078	23.861	OK
20-01-2025	18:20:04.488	126.076	23.864	OK
20-01-2025	18:20:05.674	127.262	23.862	OK
20-01-2025	18:20:06.491	128.079	23.859	OK
20-01-2025	18:20:07.491	129.079	23.856	OK
20-01-2025	18:20:08.490	130.078	23.855	OK
20-01-2025	18:20:09.491	131.079	23.860	OK
20-01-2025	18:20:10.671	132.259	23.867	OK
20-01-2025	18:20:11.492	133.080	23.879	OK
20-01-2025	18:20:12.493	134.081	23.888	OK
20-01-2025	18:20:13.495	135.083	23.893	OK
20-01-2025	18:20:14.494	136.082	23.889	OK
20-01-2025	18:20:15.669	137.257	23.877	OK
20-01-2025	18:20:16.495	138.083	23.865	OK
20-01-2025	18:20:17.494	139.082	23.852	OK
20-01-2025	18:20:18.495	140.083	23.844	OK
20-01-2025	18:20:19.494	141.083	23.841	OK
20-01-2025	18:20:20.668	142.256	23.844	OK
20-01-2025	18:20:21.495	143.083	23.851	OK
20-01-2025	18:20:22.493	144.082	23.869	OK
20-01-2025	18:20:23.494	145.082	23.887	OK
20-01-2025	18:20:24.495	146.083	23.901	OK
20-01-2025	18:20:25.670	147.258	23.914	OK
20-01-2025	18:20:26.495	148.083	23.923	OK
20-01-2025	18:20:27.494	149.082	23.930	OK
20-01-2025	18:20:28.495	150.083	23.930	OK
20-01-2025	18:20:29.495	151.083	23.924	OK
20-01-2025	18:20:30.667	152.255	23.914	OK
20-01-2025	18:20:31.498	153.086	23.907	OK
20-01-2025	18:20:32.498	154.086	23.901	OK
20-01-2025	18:20:33.499	155.087	23.893	OK
20-01-2025	18:20:34.498	156.086	23.883	OK
20-01-2025	18:20:35.669	157.257	23.873	OK
20-01-2025	18:20:36.499	158.087	23.872	OK
20-01-2025	18:20:37.500	159.088	23.876	OK
20-01-2025	18:20:38.501	160.089	23.886	OK
20-01-2025	18:20:39.502	161.090	23.901	OK
20-01-2025	18:20:40.670	162.258	23.921	OK
20-01-2025	18:20:41.501	163.089	23.936	OK
20-01-2025	18:20:42.501	164.089	23.952	OK
20-01-2025	18:20:43.502	165.090	23.960	OK
20-01-2025	18:20:44.502	166.090	23.961	OK
20-01-2025	18:20:45.690	167.278	23.953	OK
20-01-2025	18:20:46.502	168.090	23.948	OK
20-01-2025	18:20:47.502	169.090	23.945	OK
20-01-2025	18:20:48.500	170.088	23.944	OK
20-01-2025	18:20:49.500	171.088	23.946	OK
20-01-2025	18:20:50.673	172.261	23.948	OK
20-01-2025	18:20:51.502	173.090	23.948	OK
20-01-2025	18:20:52.503	174.091	23.950	OK
20-01-2025	18:20:53.503	175.091	23.951	OK
20-01-2025	18:20:54.505	176.093	23.944	OK
20-01-2025	18:20:55.674	177.262	23.924	OK
20-01-2025	18:20:56.505	178.093	23.911	OK
20-01-2025	18:20:57.504	179.093	23.896	OK
20-01-2025	18:20:58.505	180.093	23.894	OK
20-01-2025	18:20:59.504	181.093	23.893	OK
20-01-2025	18:21:00.669	182.257	23.903	OK
20-01-2025	18:21:01.504	183.092	23.910	OK
20-01-2025	18:21:02.504	184.092	23.922	OK
20-01-2025	18:21:03.505	185.093	23.928	OK
20-01-2025	18:21:04.505	186.093	23.923	OK
20-01-2025	18:21:05.679	187.267	23.911	OK
20-01-2025	18:21:06.507	188.095	23.897	OK
20-01-2025	18:21:07.507	189.095	23.887	OK
20-01-2025	18:21:08.509	190.097	23.883	OK
20-01-2025	18:21:09.508	191.096	23.886	OK
20-01-2025	18:21:10.673	192.262	23.897	OK
20-01-2025	18:21:11.510	193.098	23.903	OK
20-01-2025	18:21:12.510	194.098	23.908	OK
20-01-2025	18:21:13.510	195.098	23.909	OK
20-01-2025	18:21:14.510	196.099	23.900	OK
20-01-2025	18:21:15.682	197.270	23.885	OK
20-01-2025	18:21:16.510	198.098	23.874	OK
20-01-2025	18:21:17.511	199.099	23.872	OK
20-01-2025	18:21:18.512	200.100	23.876	OK
20-01-2025	18:21:19.511	201.099	23.884	OK
20-01-2025	18:21:20.674	202.262	23.894	OK
20-01-2025	18:21:21.512	203.100	23.904	OK
20-01-2025	18:21:22.515	204.103	23.911	OK
20-01-2025	18:21:23.514	205.102	23.905	OK
20-01-2025	18:21:24.514	206.102	23.889	OK
20-01-2025	18:21:25.672	207.260	23.864	OK
20-01-2025	18:21:26.516	208.104	23.854	OK
20-01-2025	18:21:27.519	209.108	23.847	OK
20-01-2025	18:21:28.523	210.111	23.849	OK
20-01-2025	18:21:29.523	211.111	23.854	OK
20-01-2025	18:21:30.673	212.261	23.860	OK
20-01-2025	18:21:31.526	213.114	23.863	OK
20-01-2025	18:21:32.524	214.112	23.867	OK
20-01-2025	18:21:33.525	215.113	23.875	OK
20-01-2025	18:21:34.526	216.114	23.885	OK
20-01-2025	18:21:35.676	217.264	23.897	OK
20-01-2025	18:21:36.526	218.114	23.906	OK
20-01-2025	18:21:37.526	219.114	23.915	OK
20-01-2025	18:21:38.527	220.115	23.923	OK
20-01-2025	18:21:39.529	221.117	23.927	OK
20-01-2025	18:21:40.677	222.265	23.927	OK
20-01-2025	18:21:41.528	223.116	23.926	OK
20-01-2025	18:21:42.530	224.118	23.918	OK
20-01-2025	18:21:43.531	225.119	23.908	OK
20-01-2025	18:21:44.530	226.118	23.899	OK
20-01-2025	18:21:45.676	227.264	23.895	OK
20-01-2025	18:21:46.530	228.118	23.898	OK
20-01-2025	18:21:47.530	229.118	23.902	OK
20-01-2025	18:21:48.529	230.117	23.904	OK
20-01-2025	18:21:49.529	231.117	23.900	OK
20-01-2025	18:21:50.675	232.263	23.890	OK
20-01-2025	18:21:51.529	233.117	23.882	OK
20-01-2025	18:21:52.531	234.119	23.878	OK
20-01-2025	18:21:53.531	235.119	23.881	OK
20-01-2025	18:21:54.531	236.119	23.887	OK
20-01-2025	18:21:55.677	237.265	23.891	OK
20-01-2025	18:21:56.531	238.119	23.891	OK
20-01-2025	18:21:57.532	239.120	23.889	OK
20-01-2025	18:21:58.532	240.120	23.887	OK
20-01-2025	18:21:59.532	241.120	23.880	OK
20-01-2025	18:22:00.688	242.276	23.864	OK
20-01-2025	18:22:01.533	243.121	23.850	OK
20-01-2025	18:22:02.534	244.122	23.838	OK
20-01-2025	18:22:03.534	245.122	23.838	OK
20-01-2025	18:22:04.535	246.123	23.848	OK
20-01-2025	18:22:05.684	247.272	23.865	OK
20-01-2025	18:22:06.535	248.123	23.883	OK
20-01-2025	18:22:07.534	249.123	23.894	OK
20-01-2025	18:22:08.535	250.123	23.897	OK
20-01-2025	18:22:09.540	251.128	23.896	OK
20-01-2025	18:22:10.686	252.274	23.896	OK
20-01-2025	18:22:11.536	253.124	23.898	OK
20-01-2025	18:22:12.535	254.123	23.904	OK
20-01-2025	18:22:13.535	255.123	23.911	OK
20-01-2025	18:22:14.536	256.124	23.917	OK
20-01-2025	18:22:15.683	257.271	23.924	OK
20-01-2025	18:22:16.536	258.124	23.929	OK
20-01-2025	18:22:17.536	259.124	23.935	OK
20-01-2025	18:22:18.536	260.124	23.938	OK
20-01-2025	18:22:19.535	261.123	23.940	OK
20-01-2025	18:22:20.685	262.273	23.937	OK
20-01-2025	18:22:21.537	263.125	23.930	OK
20-01-2025	18:22:22.536	264.124	23.919	OK
20-01-2025	18:22:23.536	265.124	23.910	OK
20-01-2025	18:22:24.538	266.126	23.903	OK
20-01-2025	18:22:25.685	267.273	23.894	OK
20-01-2025	18:22:26.537	268.125	23.893	OK
20-01-2025	18:22:27.537	269.125	23.891	OK
20-01-2025	18:22:28.538	270.126	23.892	OK
20-01-2025	18:22:29.538	271.126	23.896	OK
20-01-2025	18:22:30.686	272.274	23.907	OK
20-01-2025	18:22:31.538	273.126	23.915	OK
20-01-2025	18:22:32.539	274.127	23.925	OK
20-01-2025	18:22:33.538	275.126	23.927	OK
20-01-2025	18:22:34.539	276.127	23.928	OK
20-01-2025	18:22:35.689	277.277	23.927	OK
20-01-2025	18:22:36.539	278.127	23.928	OK
20-01-2025	18:22:37.540	279.128	23.926	OK
20-01-2025	18:22:38.540	280.128	23.924	OK
20-01-2025	18:22:39.541	281.129	23.921	OK
20-01-2025	18:22:40.688	282.276	23.917	OK
20-01-2025	18:22:41.542	283.130	23.915	OK
20-01-2025	18:22:42.542	284.130	23.911	OK
20-01-2025	18:22:43.542	285.130	23.908	OK
20-01-2025	18:22:44.544	286.132	23.910	OK
20-01-2025	18:22:45.688	287.276	23.918	OK
20-01-2025	18:22:46.544	288.132	23.919	OK
20-01-2025	18:22:47.548	289.136	23.916	OK
20-01-2025	18:22:48.545	290.133	23.912	OK
20-01-2025	18:22:49.545	291.133	23.909	OK
20-01-2025	18:22:50.691	292.279	23.909	OK
20-01-2025	18:22:51.546	293.134	23.908	OK
20-01-2025	18:22:52.546	294.134	23.909	OK
20-01-2025	18:22:53.546	295.134	23.913	OK
20-01-2025	18:22:54.545	296.133	23.918	OK
20-01-2025	18:22:55.690	297.278	23.927	OK
20-01-2025	18:22:56.547	298.135	23.931	OK
20-01-2025	18:22:57.547	299.135	23.935	OK
20-01-2025	18:22:58.548	300.136	23.937	OK
20-01-2025	18:22:59.548	301.136	23.939	OK
20-01-2025	18:23:00.689	302.277	23.936	OK
20-01-2025	18:23:01.548	303.136	23.933	OK
20-01-2025	18:23:02.549	304.137	23.928	OK
20-01-2025	18:23:03.548	305.136	23.926	OK
20-01-2025	18:23:04.549	306.137	23.924	OK
20-01-2025	18:23:05.689	307.277	23.924	OK
20-01-2025	18:23:06.548	308.136	23.923	OK
20-01-2025	18:23:07.549	309.137	23.920	OK
20-01-2025	18:23:08.550	310.138	23.921	OK
20-01-2025	18:23:09.548	311.136	23.919	OK
20-01-2025	18:23:10.693	312.281	23.919	OK
20-01-2025	18:23:11.550	313.138	23.915	OK
20-01-2025	18:23:12.550	314.139	23.914	OK
20-01-2025	18:23:13.550	315.138	23.912	OK
20-01-2025	18:23:14.550	316.138	23.914	OK
20-01-2025	18:23:15.693	317.281	23.919	OK
20-01-2025	18:23:16.549	318.137	23.923	OK
20-01-2025	18:23:17.550	319.138	23.923	OK
20-01-2025	18:23:18.550	320.138	23.925	OK
20-01-2025	18:23:19.554	321.143	23.924	OK
20-01-2025	18:23:20.690	322.278	23.921	OK
20-01-2025	18:23:21.553	323.141	23.910	OK
20-01-2025	18:23:22.553	324.141	23.892	OK
20-01-2025	18:23:23.554	325.142	23.871	OK
20-01-2025	18:23:24.554	326.142	23.859	OK
20-01-2025	18:23:25.706	327.294	23.856	OK
20-01-2025	18:23:26.554	328.142	23.860	OK
20-01-2025	18:23:27.553	329.141	23.871	OK
20-01-2025	18:23:28.554	330.142	23.880	OK
20-01-2025	18:23:29.554	331.142	23.890	OK
20-01-2025	18:23:30.689	332.277	23.902	OK
20-01-2025	18:23:31.555	333.143	23.914	OK
20-01-2025	18:23:32.555	334.143	23.927	OK
20-01-2025	18:23:33.555	335.143	23.938	OK
20-01-2025	18:23:34.555	336.143	23.949	OK
20-01-2025	18:23:35.695	337.283	23.957	OK
20-01-2025	18:23:36.555	338.144	23.962	OK
20-01-2025	18:23:37.556	339.144	23.964	OK
20-01-2025	18:23:38.556	340.144	23.966	OK
20-01-2025	18:23:39.556	341.144	23.969	OK
20-01-2025	18:23:40.691	342.279	23.972	OK
20-01-2025	18:23:41.556	343.144	23.971	OK
20-01-2025	18:23:42.556	344.144	23.967	OK
20-01-2025	18:23:43.556	345.144	23.960	OK
20-01-2025	18:23:44.556	346.144	23.954	OK
20-01-2025	18:23:45.688	347.276	23.948	OK
20-01-2025	18:23:46.557	348.145	23.945	OK
20-01-2025	18:23:47.556	349.145	23.940	OK
20-01-2025	18:23:48.557	350.145	23.938	OK
20-01-2025	18:23:49.557	351.145	23.938	OK
20-01-2025	18:23:50.695	352.283	23.940	OK
20-01-2025	18:23:51.557	353.145	23.940	OK
20-01-2025	18:23:52.560	354.148	23.938	OK
20-01-2025	18:23:53.559	355.147	23.937	OK
20-01-2025	18:23:54.559	356.147	23.937	OK
20-01-2025	18:23:55.694	357.282	23.936	OK
20-01-2025	18:23:56.559	358.147	23.934	OK
20-01-2025	18:23:57.560	359.148	23.932	OK
20-01-2025	18:23:58.559	360.148	23.928	OK
20-01-2025	18:23:59.559	361.148	23.924	OK
20-01-2025	18:24:00.699	362.287	23.923	OK
20-01-2025	18:24:01.560	363.148	23.921	OK
20-01-2025	18:24:02.560	364.148	23.919	OK
20-01-2025	18:24:03.559	365.147	23.914	OK
20-01-2025	18:24:04.559	366.147	23.910	OK
20-01-2025	18:24:05.697	367.285	23.904	OK
20-01-2025	18:24:06.560	368.149	23.898	OK
20-01-2025	18:24:07.562	369.150	23.899	OK
20-01-2025	18:24:08.561	370.149	23.899	OK
20-01-2025	18:24:09.562	371.150	23.898	OK
20-01-2025	18:24:10.715	372.304	23.894	OK
20-01-2025	18:24:11.562	373.150	23.885	OK
20-01-2025	18:24:12.562	374.150	23.868	OK
20-01-2025	18:24:13.562	375.150	23.845	OK
20-01-2025	18:24:14.562	376.150	23.823	OK
20-01-2025	18:24:15.694	377.282	23.798	OK
20-01-2025	18:24:16.563	378.151	23.793	OK
20-01-2025	18:24:17.561	379.149	23.799	OK
20-01-2025	18:24:18.563	380.151	23.818	OK
20-01-2025	18:24:19.564	381.152	23.837	OK
20-01-2025	18:24:20.697	382.285	23.854	OK
20-01-2025	18:24:21.565	383.153	23.868	OK
20-01-2025	18:24:22.565	384.153	23.882	OK
20-01-2025	18:24:23.567	385.155	23.893	OK
20-01-2025	18:24:24.568	386.156	23.900	OK
20-01-2025	18:24:25.716	387.304	23.907	OK
20-01-2025	18:24:26.568	388.156	23.908	OK
20-01-2025	18:24:27.567	389.155	23.904	OK
20-01-2025	18:24:28.568	390.156	23.895	OK
20-01-2025	18:24:29.568	391.156	23.880	OK
20-01-2025	18:24:30.692	392.280	23.867	OK
20-01-2025	18:24:31.568	393.156	23.861	OK
20-01-2025	18:24:32.568	394.156	23.855	OK
20-01-2025	18:24:33.568	395.156	23.850	OK
20-01-2025	18:24:34.568	396.156	23.844	OK
20-01-2025	18:24:35.697	397.286	23.837	OK
20-01-2025	18:24:36.587	398.176	23.835	OK
20-01-2025	18:24:37.568	399.156	23.834	OK
20-01-2025	18:24:38.568	400.156	23.837	OK
20-01-2025	18:24:39.569	401.157	23.838	OK
20-01-2025	18:24:40.695	402.283	23.838	OK
20-01-2025	18:24:41.569	403.157	23.838	OK
20-01-2025	18:24:42.571	404.159	23.836	OK
20-01-2025	18:24:43.570	405.158	23.839	OK
20-01-2025	18:24:44.570	406.158	23.846	OK
20-01-2025	18:24:45.693	407.281	23.859	OK
20-01-2025	18:24:46.572	408.160	23.867	OK
20-01-2025	18:24:47.572	409.160	23.879	OK
20-01-2025	18:24:48.572	410.160	23.889	OK
20-01-2025	18:24:49.572	411.160	23.895	OK
20-01-2025	18:24:50.695	412.283	23.899	OK
20-01-2025	18:24:51.572	413.160	23.904	OK
20-01-2025	18:24:52.572	414.160	23.905	OK
20-01-2025	18:24:53.572	415.160	23.904	OK
20-01-2025	18:24:54.573	416.161	23.899	OK
20-01-2025	18:24:55.699	417.287	23.895	OK
20-01-2025	18:24:56.575	418.163	23.890	OK
20-01-2025	18:24:57.575	419.163	23.891	OK
20-01-2025	18:24:58.575	420.163	23.892	OK
20-01-2025	18:24:59.575	421.163	23.891	OK
20-01-2025	18:25:00.704	422.292	23.889	OK
20-01-2025	18:25:01.575	423.163	23.887	OK
20-01-2025	18:25:02.575	424.163	23.887	OK
20-01-2025	18:25:03.575	425.163	23.885	OK
20-01-2025	18:25:04.575	426.163	23.882	OK
20-01-2025	18:25:05.702	427.290	23.875	OK
20-01-2025	18:25:06.576	428.164	23.866	OK
20-01-2025	18:25:07.577	429.165	23.858	OK
20-01-2025	18:25:08.576	430.164	23.853	OK
20-01-2025	18:25:09.577	431.165	23.853	OK
20-01-2025	18:25:10.696	432.284	23.860	OK
20-01-2025	18:25:11.576	433.165	23.868	OK
20-01-2025	18:25:12.579	434.167	23.878	OK
20-01-2025	18:25:13.578	435.166	23.883	OK
20-01-2025	18:25:14.579	436.167	23.886	OK
20-01-2025	18:25:15.708	437.296	23.886	OK
20-01-2025	18:25:16.581	438.169	23.885	OK
20-01-2025	18:25:17.581	439.169	23.886	OK
20-01-2025	18:25:18.581	440.169	23.890	OK
20-01-2025	18:25:19.581	441.169	23.895	OK
20-01-2025	18:25:20.700	442.288	23.900	OK
20-01-2025	18:25:21.582	443.170	23.903	OK
20-01-2025	18:25:22.581	444.169	23.909	OK
20-01-2025	18:25:23.581	445.169	23.913	OK
20-01-2025	18:25:24.582	446.170	23.912	OK
20-01-2025	18:25:25.701	447.289	23.911	OK
20-01-2025	18:25:26.581	448.169	23.908	OK
20-01-2025	18:25:27.582	449.170	23.905	OK
20-01-2025	18:25:28.581	450.169	23.900	OK
20-01-2025	18:25:29.582	451.170	23.893	OK
20-01-2025	18:25:30.719	452.307	23.886	OK
20-01-2025	18:25:31.581	453.169	23.884	OK
20-01-2025	18:25:32.583	454.171	23.883	OK
20-01-2025	18:25:33.583	455.171	23.885	OK
20-01-2025	18:25:34.583	456.171	23.887	OK
20-01-2025	18:25:35.703	457.291	23.891	OK
20-01-2025	18:25:36.583	458.171	23.896	OK
20-01-2025	18:25:37.583	459.171	23.901	OK
20-01-2025	18:25:38.587	460.175	23.901	OK
20-01-2025	18:25:39.584	461.172	23.900	OK
20-01-2025	18:25:40.697	462.286	23.901	OK
20-01-2025	18:25:41.585	463.173	23.904	OK
20-01-2025	18:25:42.585	464.173	23.904	OK
20-01-2025	18:25:43.585	465.173	23.905	OK
20-01-2025	18:25:44.584	466.172	23.906	OK
20-01-2025	18:25:45.699	467.287	23.909	OK
20-01-2025	18:25:46.584	468.172	23.907	OK
20-01-2025	18:25:47.584	469.172	23.901	OK
20-01-2025	18:25:48.583	470.171	23.886	OK
20-01-2025	18:25:49.586	471.174	23.873	OK
20-01-2025	18:25:50.697	472.285	23.863	OK
20-01-2025	18:25:51.588	473.176	23.863	OK
20-01-2025	18:25:52.587	474.175	23.865	OK
20-01-2025	18:25:53.588	475.176	23.866	OK
20-01-2025	18:25:54.587	476.175	23.868	OK
20-01-2025	18:25:55.703	477.291	23.867	OK
20-01-2025	18:25:56.588	478.176	23.866	OK
20-01-2025	18:25:57.589	479.177	23.865	OK
20-01-2025	18:25:58.590	480.178	23.865	OK
20-01-2025	18:25:59.590	481.178	23.861	OK
20-01-2025	18:26:00.708	482.296	23.852	OK
20-01-2025	18:26:01.590	483.178	23.842	OK
20-01-2025	18:26:02.591	484.179	23.834	OK
20-01-2025	18:26:03.591	485.179	23.830	OK
20-01-2025	18:26:04.591	486.179	23.830	OK
20-01-2025	18:26:05.704	487.292	23.830	OK
20-01-2025	18:26:06.591	488.179	23.835	OK
20-01-2025	18:26:07.591	489.179	23.837	OK
20-01-2025	18:26:08.593	490.181	23.843	OK
20-01-2025	18:26:09.593	491.181	23.850	OK
20-01-2025	18:26:10.707	492.295	23.862	OK
20-01-2025	18:26:11.593	493.181	23.871	OK
20-01-2025	18:26:12.593	494.182	23.877	OK
20-01-2025	18:26:13.593	495.181	23.883	OK
20-01-2025	18:26:14.594	496.182	23.884	OK
20-01-2025	18:26:15.708	497.296	23.885	OK
20-01-2025	18:26:16.595	498.183	23.889	OK
20-01-2025	18:26:17.596	499.184	23.899	OK
20-01-2025	18:26:18.595	500.183	23.913	OK
20-01-2025	18:26:19.595	501.183	23.922	OK
20-01-2025	18:26:20.710	502.298	23.929	OK
20-01-2025	18:26:21.596	503.184	23.932	OK
20-01-2025	18:26:22.597	504.185	23.931	OK
