#--- Experiment --------------------------------------------------------------------------
#KILLIFISH RESPIROMETRY 1 JAN 2
#CHA1: 28PPT 10C
#CHA2: 28PPT 10C
#CHA3: 11PPT 10C
#CHA4: 11PPT 10C
#CHB1: 28PPT 24C
#CHB2: 28PPT 24C
#CHB3: 11PPT 24C
#CHB4: 11PPT 24C
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#LITTLELAB1
#--- Instrument --------------------------------------------------------------------------
#Device: FIRESTING O2 A [A] FSO2-C4 SN:2466C2055D64A795 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#--- Measurement Data --------------------------------------------------------------------
Date [A T1]	Time [A T1]	 dt (s) [A T1]	Sample Temp. (°C) [A T1]	Status [A T1]
20-01-2025	18:19:19.484	81.072	10.724	OK
20-01-2025	18:19:20.484	82.072	10.721	OK
20-01-2025	18:19:21.485	83.073	10.720	OK
20-01-2025	18:19:22.485	84.073	10.718	OK
20-01-2025	18:19:23.484	85.072	10.717	OK
20-01-2025	18:19:24.485	86.073	10.716	OK
20-01-2025	18:19:25.485	87.073	10.716	OK
20-01-2025	18:19:26.486	88.074	10.718	OK
20-01-2025	18:19:27.488	89.076	10.718	OK
20-01-2025	18:19:28.487	90.075	10.717	OK
20-01-2025	18:19:29.487	91.075	10.717	OK
20-01-2025	18:19:30.487	92.075	10.718	OK
20-01-2025	18:19:31.487	93.075	10.718	OK
20-01-2025	18:19:32.488	94.076	10.718	OK
20-01-2025	18:19:33.488	95.076	10.718	OK
20-01-2025	18:19:34.488	96.076	10.718	OK
20-01-2025	18:19:35.489	97.077	10.718	OK
20-01-2025	18:19:36.496	98.084	10.718	OK
20-01-2025	18:19:37.490	99.078	10.718	OK
20-01-2025	18:19:38.490	100.078	10.718	OK
20-01-2025	18:19:39.490	101.078	10.718	OK
20-01-2025	18:19:40.491	102.079	10.717	OK
20-01-2025	18:19:41.490	103.078	10.716	OK
20-01-2025	18:19:42.490	104.079	10.716	OK
20-01-2025	18:19:43.492	105.080	10.716	OK
20-01-2025	18:19:44.492	106.080	10.717	OK
20-01-2025	18:19:45.492	107.080	10.718	OK
20-01-2025	18:19:46.493	108.081	10.716	OK
20-01-2025	18:19:47.495	109.083	10.715	OK
20-01-2025	18:19:48.496	110.084	10.712	OK
20-01-2025	18:19:49.496	111.084	10.711	OK
20-01-2025	18:19:50.497	112.085	10.713	OK
20-01-2025	18:19:51.498	113.086	10.715	OK
20-01-2025	18:19:52.498	114.087	10.715	OK
20-01-2025	18:19:53.498	115.086	10.715	OK
20-01-2025	18:19:54.499	116.087	10.714	OK
20-01-2025	18:19:55.499	117.087	10.714	OK
20-01-2025	18:19:56.499	118.087	10.713	OK
20-01-2025	18:19:57.500	119.088	10.713	OK
20-01-2025	18:19:58.500	120.088	10.714	OK
20-01-2025	18:19:59.500	121.088	10.713	OK
20-01-2025	18:20:00.501	122.089	10.713	OK
20-01-2025	18:20:01.516	123.104	10.712	OK
20-01-2025	18:20:02.502	124.090	10.713	OK
20-01-2025	18:20:03.503	125.091	10.714	OK
20-01-2025	18:20:04.502	126.090	10.714	OK
20-01-2025	18:20:05.502	127.090	10.715	OK
20-01-2025	18:20:06.503	128.091	10.715	OK
20-01-2025	18:20:07.505	129.093	10.715	OK
20-01-2025	18:20:08.506	130.094	10.714	OK
20-01-2025	18:20:09.504	131.092	10.712	OK
20-01-2025	18:20:10.510	132.098	10.710	OK
20-01-2025	18:20:11.510	133.098	10.710	OK
20-01-2025	18:20:12.510	134.098	10.710	OK
20-01-2025	18:20:13.512	135.100	10.710	OK
20-01-2025	18:20:14.512	136.100	10.709	OK
20-01-2025	18:20:15.512	137.100	10.709	OK
20-01-2025	18:20:16.515	138.103	10.711	OK
20-01-2025	18:20:17.512	139.101	10.712	OK
20-01-2025	18:20:18.513	140.101	10.711	OK
20-01-2025	18:20:19.513	141.101	10.711	OK
20-01-2025	18:20:20.513	142.101	10.713	OK
20-01-2025	18:20:21.513	143.101	10.713	OK
20-01-2025	18:20:22.513	144.101	10.713	OK
20-01-2025	18:20:23.514	145.102	10.710	OK
20-01-2025	18:20:24.514	146.102	10.711	OK
20-01-2025	18:20:25.515	147.103	10.708	OK
20-01-2025	18:20:26.515	148.103	10.709	OK
20-01-2025	18:20:27.516	149.104	10.708	OK
20-01-2025	18:20:28.517	150.105	10.708	OK
20-01-2025	18:20:29.517	151.105	10.710	OK
20-01-2025	18:20:30.517	152.105	10.711	OK
20-01-2025	18:20:31.517	153.105	10.710	OK
20-01-2025	18:20:32.517	154.105	10.711	OK
20-01-2025	18:20:33.518	155.106	10.713	OK
20-01-2025	18:20:34.519	156.107	10.715	OK
20-01-2025	18:20:35.520	157.108	10.715	OK
20-01-2025	18:20:36.519	158.107	10.713	OK
20-01-2025	18:20:37.519	159.107	10.710	OK
20-01-2025	18:20:38.520	160.108	10.708	OK
20-01-2025	18:20:39.520	161.108	10.707	OK
20-01-2025	18:20:40.529	162.117	10.709	OK
20-01-2025	18:20:41.521	163.109	10.709	OK
20-01-2025	18:20:42.522	164.110	10.712	OK
20-01-2025	18:20:43.522	165.110	10.712	OK
20-01-2025	18:20:44.522	166.110	10.710	OK
20-01-2025	18:20:45.524	167.112	10.710	OK
20-01-2025	18:20:46.523	168.111	10.708	OK
20-01-2025	18:20:47.523	169.111	10.708	OK
20-01-2025	18:20:48.523	170.111	10.709	OK
20-01-2025	18:20:49.523	171.111	10.710	OK
20-01-2025	18:20:50.524	172.112	10.709	OK
20-01-2025	18:20:51.524	173.112	10.710	OK
20-01-2025	18:20:52.523	174.112	10.709	OK
20-01-2025	18:20:53.524	175.112	10.710	OK
20-01-2025	18:20:54.524	176.112	10.710	OK
20-01-2025	18:20:55.525	177.113	10.709	OK
20-01-2025	18:20:56.525	178.113	10.706	OK
20-01-2025	18:20:57.525	179.113	10.706	OK
20-01-2025	18:20:58.525	180.113	10.707	OK
20-01-2025	18:20:59.525	181.113	10.709	OK
20-01-2025	18:21:00.525	182.113	10.708	OK
20-01-2025	18:21:01.525	183.113	10.706	OK
20-01-2025	18:21:02.525	184.113	10.708	OK
20-01-2025	18:21:03.526	185.114	10.708	OK
20-01-2025	18:21:04.530	186.118	10.708	OK
20-01-2025	18:21:05.528	187.116	10.704	OK
20-01-2025	18:21:06.528	188.116	10.704	OK
20-01-2025	18:21:07.529	189.117	10.704	OK
20-01-2025	18:21:08.529	190.117	10.706	OK
20-01-2025	18:21:09.528	191.116	10.706	OK
20-01-2025	18:21:10.529	192.117	10.706	OK
20-01-2025	18:21:11.531	193.119	10.705	OK
20-01-2025	18:21:12.529	194.117	10.704	OK
20-01-2025	18:21:13.531	195.119	10.703	OK
20-01-2025	18:21:14.530	196.118	10.703	OK
20-01-2025	18:21:15.531	197.119	10.705	OK
20-01-2025	18:21:16.531	198.119	10.703	OK
20-01-2025	18:21:17.531	199.119	10.704	OK
20-01-2025	18:21:18.531	200.119	10.703	OK
20-01-2025	18:21:19.532	201.120	10.700	OK
20-01-2025	18:21:20.532	202.120	10.699	OK
20-01-2025	18:21:21.531	203.119	10.698	OK
20-01-2025	18:21:22.532	204.120	10.700	OK
20-01-2025	18:21:23.532	205.120	10.701	OK
20-01-2025	18:21:24.532	206.120	10.702	OK
20-01-2025	18:21:25.532	207.120	10.704	OK
20-01-2025	18:21:26.532	208.121	10.706	OK
20-01-2025	18:21:27.540	209.128	10.706	OK
20-01-2025	18:21:28.532	210.120	10.706	OK
20-01-2025	18:21:29.532	211.120	10.706	OK
20-01-2025	18:21:30.534	212.122	10.704	OK
20-01-2025	18:21:31.534	213.122	10.706	OK
20-01-2025	18:21:32.536	214.124	10.708	OK
20-01-2025	18:21:33.536	215.124	10.708	OK
20-01-2025	18:21:34.535	216.123	10.704	OK
20-01-2025	18:21:35.535	217.123	10.699	OK
20-01-2025	18:21:36.536	218.124	10.698	OK
20-01-2025	18:21:37.535	219.123	10.698	OK
20-01-2025	18:21:38.536	220.124	10.699	OK
20-01-2025	18:21:39.545	221.133	10.699	OK
20-01-2025	18:21:40.536	222.124	10.697	OK
20-01-2025	18:21:41.536	223.124	10.698	OK
20-01-2025	18:21:42.536	224.124	10.699	OK
20-01-2025	18:21:43.537	225.125	10.699	OK
20-01-2025	18:21:44.538	226.126	10.701	OK
20-01-2025	18:21:45.537	227.125	10.703	OK
20-01-2025	18:21:46.539	228.127	10.705	OK
20-01-2025	18:21:47.539	229.127	10.704	OK
20-01-2025	18:21:48.537	230.126	10.703	OK
20-01-2025	18:21:49.538	231.126	10.701	OK
20-01-2025	18:21:50.538	232.126	10.701	OK
20-01-2025	18:21:51.539	233.127	10.701	OK
20-01-2025	18:21:52.538	234.126	10.703	OK
20-01-2025	18:21:53.540	235.128	10.702	OK
20-01-2025	18:21:54.541	236.129	10.701	OK
20-01-2025	18:21:55.541	237.129	10.700	OK
20-01-2025	18:21:56.542	238.130	10.701	OK
20-01-2025	18:21:57.542	239.130	10.699	OK
20-01-2025	18:21:58.543	240.131	10.698	OK
20-01-2025	18:21:59.544	241.132	10.697	OK
20-01-2025	18:22:00.545	242.133	10.696	OK
20-01-2025	18:22:01.545	243.133	10.697	OK
20-01-2025	18:22:02.546	244.134	10.696	OK
20-01-2025	18:22:03.546	245.134	10.698	OK
20-01-2025	18:22:04.546	246.134	10.698	OK
20-01-2025	18:22:05.544	247.132	10.699	OK
20-01-2025	18:22:06.545	248.133	10.701	OK
20-01-2025	18:22:07.550	249.138	10.700	OK
20-01-2025	18:22:08.547	250.135	10.703	OK
20-01-2025	18:22:09.549	251.137	10.701	OK
20-01-2025	18:22:10.550	252.138	10.700	OK
20-01-2025	18:22:11.550	253.138	10.699	OK
20-01-2025	18:22:12.551	254.139	10.700	OK
20-01-2025	18:22:13.552	255.140	10.702	OK
20-01-2025	18:22:14.551	256.139	10.704	OK
20-01-2025	18:22:15.552	257.140	10.703	OK
20-01-2025	18:22:16.552	258.140	10.700	OK
20-01-2025	18:22:17.552	259.140	10.698	OK
20-01-2025	18:22:18.554	260.142	10.698	OK
20-01-2025	18:22:19.552	261.140	10.699	OK
20-01-2025	18:22:20.552	262.140	10.698	OK
20-01-2025	18:22:21.554	263.142	10.696	OK
20-01-2025	18:22:22.553	264.141	10.697	OK
20-01-2025	18:22:23.553	265.141	10.698	OK
20-01-2025	18:22:24.556	266.144	10.698	OK
20-01-2025	18:22:25.554	267.142	10.696	OK
20-01-2025	18:22:26.555	268.143	10.696	OK
20-01-2025	18:22:27.563	269.151	10.695	OK
20-01-2025	18:22:28.557	270.145	10.695	OK
20-01-2025	18:22:29.556	271.144	10.695	OK
20-01-2025	18:22:30.557	272.145	10.694	OK
20-01-2025	18:22:31.558	273.146	10.695	OK
20-01-2025	18:22:32.558	274.146	10.696	OK
20-01-2025	18:22:33.558	275.146	10.693	OK
20-01-2025	18:22:34.558	276.146	10.692	OK
20-01-2025	18:22:35.558	277.146	10.692	OK
20-01-2025	18:22:36.558	278.146	10.693	OK
20-01-2025	18:22:37.559	279.147	10.696	OK
20-01-2025	18:22:38.558	280.146	10.698	OK
20-01-2025	18:22:39.559	281.147	10.697	OK
20-01-2025	18:22:40.559	282.148	10.695	OK
20-01-2025	18:22:41.560	283.149	10.692	OK
20-01-2025	18:22:42.559	284.148	10.693	OK
20-01-2025	18:22:43.560	285.148	10.693	OK
20-01-2025	18:22:44.561	286.149	10.694	OK
20-01-2025	18:22:45.560	287.148	10.696	OK
20-01-2025	18:22:46.560	288.148	10.694	OK
20-01-2025	18:22:47.560	289.148	10.693	OK
20-01-2025	18:22:48.563	290.151	10.691	OK
20-01-2025	18:22:49.563	291.151	10.691	OK
20-01-2025	18:22:50.561	292.149	10.691	OK
20-01-2025	18:22:51.563	293.151	10.693	OK
20-01-2025	18:22:52.563	294.151	10.695	OK
20-01-2025	18:22:53.563	295.151	10.696	OK
20-01-2025	18:22:54.564	296.152	10.695	OK
20-01-2025	18:22:55.564	297.152	10.695	OK
20-01-2025	18:22:56.566	298.154	10.693	OK
20-01-2025	18:22:57.566	299.154	10.692	OK
20-01-2025	18:22:58.566	300.154	10.694	OK
20-01-2025	18:22:59.566	301.154	10.695	OK
20-01-2025	18:23:00.566	302.154	10.696	OK
20-01-2025	18:23:01.566	303.154	10.695	OK
20-01-2025	18:23:02.567	304.155	10.695	OK
20-01-2025	18:23:03.567	305.155	10.695	OK
20-01-2025	18:23:04.567	306.155	10.694	OK
20-01-2025	18:23:05.567	307.155	10.690	OK
20-01-2025	18:23:06.567	308.155	10.689	OK
20-01-2025	18:23:07.567	309.155	10.689	OK
20-01-2025	18:23:08.567	310.155	10.688	OK
20-01-2025	18:23:09.567	311.155	10.691	OK
20-01-2025	18:23:10.567	312.155	10.692	OK
20-01-2025	18:23:11.568	313.156	10.691	OK
20-01-2025	18:23:12.569	314.157	10.689	OK
20-01-2025	18:23:13.570	315.158	10.687	OK
20-01-2025	18:23:14.569	316.157	10.689	OK
20-01-2025	18:23:15.570	317.158	10.689	OK
20-01-2025	18:23:16.571	318.159	10.690	OK
20-01-2025	18:23:17.571	319.159	10.690	OK
20-01-2025	18:23:18.579	320.167	10.691	OK
20-01-2025	18:23:19.574	321.162	10.691	OK
20-01-2025	18:23:20.574	322.162	10.692	OK
20-01-2025	18:23:21.574	323.162	10.691	OK
20-01-2025	18:23:22.574	324.162	10.691	OK
20-01-2025	18:23:23.575	325.163	10.691	OK
20-01-2025	18:23:24.575	326.163	10.689	OK
20-01-2025	18:23:25.575	327.164	10.691	OK
20-01-2025	18:23:26.576	328.164	10.691	OK
20-01-2025	18:23:27.576	329.164	10.690	OK
20-01-2025	18:23:28.576	330.164	10.688	OK
20-01-2025	18:23:29.576	331.164	10.688	OK
20-01-2025	18:23:30.579	332.167	10.688	OK
20-01-2025	18:23:31.575	333.164	10.689	OK
20-01-2025	18:23:32.576	334.164	10.690	OK
20-01-2025	18:23:33.576	335.164	10.690	OK
20-01-2025	18:23:34.577	336.165	10.690	OK
20-01-2025	18:23:35.578	337.166	10.690	OK
20-01-2025	18:23:36.577	338.166	10.690	OK
20-01-2025	18:23:37.578	339.166	10.690	OK
20-01-2025	18:23:38.578	340.166	10.688	OK
20-01-2025	18:23:39.577	341.166	10.688	OK
20-01-2025	18:23:40.578	342.166	10.688	OK
20-01-2025	18:23:41.578	343.166	10.687	OK
20-01-2025	18:23:42.578	344.167	10.689	OK
20-01-2025	18:23:43.579	345.167	10.689	OK
20-01-2025	18:23:44.579	346.167	10.691	OK
20-01-2025	18:23:45.580	347.168	10.690	OK
20-01-2025	18:23:46.581	348.169	10.689	OK
20-01-2025	18:23:47.582	349.170	10.686	OK
20-01-2025	18:23:48.581	350.169	10.686	OK
20-01-2025	18:23:49.581	351.169	10.684	OK
20-01-2025	18:23:50.581	352.169	10.686	OK
20-01-2025	18:23:51.581	353.169	10.687	OK
20-01-2025	18:23:52.581	354.169	10.690	OK
20-01-2025	18:23:53.583	355.171	10.687	OK
20-01-2025	18:23:54.583	356.171	10.685	OK
20-01-2025	18:23:55.584	357.172	10.682	OK
20-01-2025	18:23:56.585	358.173	10.684	OK
20-01-2025	18:23:57.585	359.173	10.684	OK
20-01-2025	18:23:58.586	360.174	10.684	OK
20-01-2025	18:23:59.588	361.176	10.681	OK
20-01-2025	18:24:00.587	362.175	10.682	OK
20-01-2025	18:24:01.588	363.176	10.683	OK
20-01-2025	18:24:02.588	364.176	10.685	OK
20-01-2025	18:24:03.587	365.175	10.686	OK
20-01-2025	18:24:04.587	366.175	10.685	OK
20-01-2025	18:24:05.589	367.177	10.686	OK
20-01-2025	18:24:06.588	368.176	10.683	OK
20-01-2025	18:24:07.589	369.177	10.684	OK
20-01-2025	18:24:08.590	370.178	10.684	OK
20-01-2025	18:24:09.595	371.183	10.685	OK
20-01-2025	18:24:10.591	372.179	10.684	OK
20-01-2025	18:24:11.591	373.179	10.683	OK
20-01-2025	18:24:12.591	374.179	10.683	OK
20-01-2025	18:24:13.591	375.179	10.684	OK
20-01-2025	18:24:14.591	376.179	10.686	OK
20-01-2025	18:24:15.590	377.178	10.685	OK
20-01-2025	18:24:16.591	378.179	10.684	OK
20-01-2025	18:24:17.591	379.179	10.684	OK
20-01-2025	18:24:18.591	380.179	10.686	OK
20-01-2025	18:24:19.591	381.179	10.687	OK
20-01-2025	18:24:20.590	382.178	10.684	OK
20-01-2025	18:24:21.592	383.180	10.685	OK
20-01-2025	18:24:22.592	384.180	10.684	OK
20-01-2025	18:24:23.593	385.181	10.685	OK
20-01-2025	18:24:24.594	386.182	10.685	OK
20-01-2025	18:24:25.595	387.183	10.685	OK
20-01-2025	18:24:26.597	388.185	10.684	OK
20-01-2025	18:24:27.595	389.183	10.684	OK
20-01-2025	18:24:28.596	390.184	10.682	OK
20-01-2025	18:24:29.599	391.187	10.682	OK
20-01-2025	18:24:30.596	392.185	10.679	OK
20-01-2025	18:24:31.596	393.184	10.680	OK
20-01-2025	18:24:32.597	394.185	10.681	OK
20-01-2025	18:24:33.597	395.185	10.682	OK
20-01-2025	18:24:34.597	396.185	10.684	OK
20-01-2025	18:24:35.597	397.185	10.683	OK
20-01-2025	18:24:36.598	398.186	10.683	OK
20-01-2025	18:24:37.598	399.186	10.684	OK
20-01-2025	18:24:38.600	400.188	10.686	OK
20-01-2025	18:24:39.598	401.186	10.685	OK
20-01-2025	18:24:40.598	402.186	10.683	OK
20-01-2025	18:24:41.599	403.187	10.682	OK
20-01-2025	18:24:42.597	404.186	10.682	OK
20-01-2025	18:24:43.599	405.187	10.682	OK
20-01-2025	18:24:44.599	406.187	10.681	OK
20-01-2025	18:24:45.599	407.187	10.680	OK
20-01-2025	18:24:46.600	408.188	10.679	OK
20-01-2025	18:24:47.599	409.187	10.682	OK
20-01-2025	18:24:48.600	410.188	10.684	OK
20-01-2025	18:24:49.600	411.188	10.685	OK
20-01-2025	18:24:50.600	412.188	10.685	OK
20-01-2025	18:24:51.601	413.189	10.682	OK
20-01-2025	18:24:52.601	414.189	10.684	OK
20-01-2025	18:24:53.601	415.189	10.682	OK
20-01-2025	18:24:54.601	416.189	10.682	OK
20-01-2025	18:24:55.603	417.191	10.682	OK
20-01-2025	18:24:56.602	418.190	10.683	OK
20-01-2025	18:24:57.602	419.190	10.681	OK
20-01-2025	18:24:58.603	420.191	10.681	OK
20-01-2025	18:24:59.603	421.191	10.681	OK
20-01-2025	18:25:00.603	422.191	10.682	OK
20-01-2025	18:25:01.603	423.191	10.680	OK
20-01-2025	18:25:02.603	424.191	10.680	OK
20-01-2025	18:25:03.605	425.193	10.681	OK
20-01-2025	18:25:04.605	426.193	10.683	OK
20-01-2025	18:25:05.606	427.194	10.681	OK
20-01-2025	18:25:06.607	428.195	10.678	OK
20-01-2025	18:25:07.607	429.195	10.676	OK
20-01-2025	18:25:08.607	430.195	10.677	OK
20-01-2025	18:25:09.607	431.195	10.680	OK
20-01-2025	18:25:10.606	432.194	10.681	OK
20-01-2025	18:25:11.608	433.196	10.681	OK
20-01-2025	18:25:12.609	434.197	10.680	OK
20-01-2025	18:25:13.609	435.197	10.678	OK
20-01-2025	18:25:14.617	436.205	10.678	OK
20-01-2025	18:25:15.611	437.199	10.676	OK
20-01-2025	18:25:16.610	438.198	10.677	OK
20-01-2025	18:25:17.610	439.198	10.677	OK
20-01-2025	18:25:18.609	440.198	10.678	OK
20-01-2025	18:25:19.609	441.197	10.676	OK
20-01-2025	18:25:20.611	442.200	10.676	OK
20-01-2025	18:25:21.612	443.200	10.677	OK
20-01-2025	18:25:22.613	444.201	10.677	OK
20-01-2025	18:25:23.613	445.202	10.678	OK
20-01-2025	18:25:24.614	446.202	10.677	OK
20-01-2025	18:25:25.615	447.203	10.676	OK
20-01-2025	18:25:26.615	448.203	10.675	OK
20-01-2025	18:25:27.616	449.204	10.675	OK
20-01-2025	18:25:28.614	450.203	10.677	OK
20-01-2025	18:25:29.613	451.202	10.675	OK
20-01-2025	18:25:30.616	452.204	10.676	OK
20-01-2025	18:25:31.615	453.203	10.676	OK
20-01-2025	18:25:32.617	454.205	10.676	OK
20-01-2025	18:25:33.616	455.204	10.676	OK
20-01-2025	18:25:34.616	456.204	10.677	OK
20-01-2025	18:25:35.616	457.204	10.678	OK
20-01-2025	18:25:36.619	458.207	10.676	OK
20-01-2025	18:25:37.616	459.204	10.675	OK
20-01-2025	18:25:38.616	460.204	10.675	OK
20-01-2025	18:25:39.616	461.204	10.676	OK
20-01-2025	18:25:40.616	462.204	10.677	OK
20-01-2025	18:25:41.617	463.205	10.674	OK
20-01-2025	18:25:42.617	464.205	10.673	OK
20-01-2025	18:25:43.617	465.205	10.672	OK
20-01-2025	18:25:44.617	466.205	10.673	OK
20-01-2025	18:25:45.617	467.205	10.673	OK
20-01-2025	18:25:46.617	468.205	10.675	OK
20-01-2025	18:25:47.617	469.205	10.674	OK
20-01-2025	18:25:48.617	470.205	10.675	OK
20-01-2025	18:25:49.619	471.207	10.677	OK
20-01-2025	18:25:50.620	472.208	10.676	OK
20-01-2025	18:25:51.618	473.206	10.678	OK
20-01-2025	18:25:52.619	474.207	10.674	OK
20-01-2025	18:25:53.619	475.207	10.673	OK
20-01-2025	18:25:54.620	476.208	10.673	OK
20-01-2025	18:25:55.623	477.211	10.675	OK
20-01-2025	18:25:56.622	478.210	10.676	OK
20-01-2025	18:25:57.621	479.210	10.676	OK
20-01-2025	18:25:58.622	480.210	10.676	OK
20-01-2025	18:25:59.624	481.212	10.676	OK
20-01-2025	18:26:00.624	482.212	10.676	OK
20-01-2025	18:26:01.623	483.211	10.674	OK
20-01-2025	18:26:02.624	484.212	10.674	OK
20-01-2025	18:26:03.623	485.211	10.675	OK
20-01-2025	18:26:04.624	486.212	10.675	OK
20-01-2025	18:26:05.625	487.213	10.675	OK
20-01-2025	18:26:06.625	488.213	10.673	OK
20-01-2025	18:26:07.630	489.218	10.673	OK
20-01-2025	18:26:08.626	490.214	10.673	OK
20-01-2025	18:26:09.624	491.213	10.675	OK
20-01-2025	18:26:10.626	492.214	10.673	OK
20-01-2025	18:26:11.626	493.214	10.674	OK
20-01-2025	18:26:12.627	494.215	10.672	OK
20-01-2025	18:26:13.626	495.215	10.674	OK
20-01-2025	18:26:14.626	496.214	10.673	OK
20-01-2025	18:26:15.629	497.217	10.671	OK
20-01-2025	18:26:16.629	498.217	10.672	OK
20-01-2025	18:26:17.628	499.216	10.670	OK
20-01-2025	18:26:18.629	500.217	10.672	OK
20-01-2025	18:26:19.629	501.217	10.676	OK
20-01-2025	18:26:20.632	502.220	10.679	OK
20-01-2025	18:26:21.631	503.219	10.678	OK
20-01-2025	18:26:22.631	504.219	10.675	OK
